ply,player,role,fen_before,move,fallback
98,Stockfish-Strong,white,1k4B1/7p/3Pp3/p2q3R/P2Pp2P/5p1P/1b3P2/2B1K3 w - - 1 50,c1f4,True
89,Stockfish-Mid,black,rb2bQ1r/pp1k3p/8/1p1p4/1qP5/8/P6P/2K2B2 b - - 1 45,b8c7,True
191,Stockfish-GM,black,6n1/2rk4/3N1R1P/1p2p3/3pp2K/3b2N1/4n3/8 b - - 11 96,d3c2,True
1,Stockfish-GM,black,rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1,g8f6,True
197,Stockfish-GM,black,8/8/3k2bp/8/1bPN2p1/8/8/5K2 b - - 13 99,g6f7,True
58,Stockfish-GM,white,rq4nr/4p3/p2p1k2/7p/P1NP1bPP/1p2B1P1/R1P5/1NK2B1R w - - 0 30,c4a5,True
37,Stockfish-GM,black,rnbk3r/p1bp1ppp/2p3q1/2P5/Pp2npP1/8/1B1PK1QP/RN3BNR b - - 4 19,g6f6,True
157,Stockfish-GM,black,3R4/2np4/b2P4/p1p2k2/P1P5/8/6p1/2K5 b - - 5 79,a6b5,True
186,Stockfish-Weak,white,8/4k3/8/3P2p1/2K3P1/8/6B1/8 w - - 19 94,c4b4,True
45,Stockfish-Strong,black,6nr/1pqn1b1p/r2b4/p1pp2p1/P3NkP1/Q4B1P/RPPP1P2/2BK1R2 b - - 0 23,f7e6,True
72,Stockfish-Weak,white,6nb/4p3/rp3p1p/p1k2P2/2P5/P5p1/4K2P/RN1Rn3 w - - 2 37,h2h3,True
61,Stockfish-Strong,black,r2q1b1k/3pN3/np4nr/1P3ppp/p1NPP3/1PB1RPPP/P7/1R2KB2 b - - 0 31,g6e5,True
39,Stockfish-GM,black,r1k4r/2p1pp1p/2n1q3/pp1p4/PP1B3P/NK1PP3/R1P1P1B1/3Q2Nb b - - 3 20,c6b8,True
40,stupid1,white,rnk4r/2p1pp1p/4q3/pp1p4/PP1B3P/NK1PP3/R1P1P1B1/3Q2Nb w - - 4 21,g2h1,False
4,Stockfish-Weak,white,rnbqkb1r/ppppnppp/8/4p3/8/2N3P1/PPPPPP1P/R1BQKBNR w KQkq - 2 3,g3g4,True
110,Stockfish-Weak,white,6r1/3P4/2p5/7p/1B5k/2Q2Pnp/3b2B1/2RbK1NR w - - 0 56,c3d2,True
48,Stockfish-Strong,white,r1b2b2/p1p1Bk1r/n3p2p/6p1/5qn1/P6P/2P5/RN1K2NR w - - 0 25,h3g4,True
99,Stockfish-GM,black,1k4B1/7p/3Pp3/p2q3R/P2PpB1P/5p1P/1b3P2/4K3 b - - 2 50,d5b5,True
90,Stockfish-Strong,white,r3bQ1r/ppbk3p/8/1p1p4/1qP5/8/P6P/2K2B2 w - - 2 46,f8e7,True
192,Stockfish-Strong,white,6n1/2rk4/3N1R1P/1p2p3/3pp2K/6N1/2b1n3/8 w - - 12 97,d6f5,True
2,Stockfish-Strong,white,rnbqkb1r/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 2,c2c4,True
198,Stockfish-GM,white,8/5b2/3k3p/8/1bPN2p1/8/8/5K2 w - - 14 100,f1e2,True
158,Stockfish-GM,white,3R4/2np4/3P4/pbp2k2/P1P5/8/6p1/2K5 w - - 6 80,d8f8,True
38,Stockfish-Mid,white,rnbk3r/p1bp1ppp/2p2q2/2P5/Pp2npP1/8/1B1PK1QP/RN3BNR w - - 5 20,e2f3,True
187,Stockfish-GM,black,8/4k3/8/3P2p1/1K4P1/8/6B1/8 b - - 20 94,e7e8,True
102,Stockfish-Strong,white,4kb2/4Np2/p7/P1p3B1/3rP1bp/1P1K3P/8/4qQ2 w - - 5 52,d3c2,True
192,Stockfish-Strong,white,4K3/8/2P1P3/p6P/1k6/4p2N/8/6b1 w - - 4 97,e8e7,True
46,Stockfish-Strong,white,6nr/1pqn3p/r2bb3/p1pp2p1/P3NkP1/Q4B1P/RPPP1P2/2BK1R2 w - - 1 24,e4g5,True
73,Stockfish-GM,black,6nb/4p3/rp3p1p/p1k2P2/2P5/P5pP/4K3/RN1Rn3 b - - 0 37,e7e6,True
62,Stockfish-Weak,white,r2q1b1k/3pN3/np5r/1P2nppp/p1NPP3/1PB1RPPP/P7/1R2KB2 w - - 1 32,e3d3,True
41,Stockfish-GM,black,rnk4r/2p1pp1p/4q3/pp1p4/PP1B3P/NK1PP3/R1P1P3/3Q2NB b - - 0 21,e6g6,True
42,stupid1,white,rnk4r/2p1pp1p/6q1/pp1p4/PP1B3P/NK1PP3/R1P1P3/3Q2NB w - - 1 22,a2a1,False
111,Stockfish-Strong,black,6r1/3P4/2p5/7p/1B5k/5Pnp/3Q2B1/2RbK1NR b - - 0 56,g3e2,True
100,Stockfish-Strong,white,1k4B1/7p/3Pp3/pq5R/P2PpB1P/5p1P/1b3P2/4K3 w - - 3 51,h5d5,True
59,Stockfish-Weak,black,rq4nr/4p3/p2p1k2/N6p/P2P1bPP/1p2B1P1/R1P5/1NK2B1R b - - 1 30,b8f8,True
193,Stockfish-GM,black,6n1/2rk4/5R1P/1p2pN2/3pp2K/6N1/2b1n3/8 b - - 13 97,e2c3,True
3,Stockfish-GM,black,rnbqkb1r/pppppppp/5n2/8/2P5/3P4/PP2PPPP/RNBQKBNR b KQkq - 0 2,a7a6,True
91,Stockfish-Mid,black,r3b2r/ppbkQ2p/8/1p1p4/1qP5/8/P6P/2K2B2 b - - 3 46,d7c8,True
199,Stockfish-GM,black,8/5b2/3k3p/8/1bPN2p1/8/4K3/8 b - - 15 100,h6h5,True
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g2g3,True
159,Stockfish-GM,black,5R2/2np4/3P4/pbp2k2/P1P5/8/6p1/2K5 b - - 7 80,f5g4,True
39,Stockfish-GM,black,rnbk3r/p1bp1ppp/2p2q2/2P5/Pp2npP1/5K2/1B1P2QP/RN3BNR b - - 6 20,b8a6,True
188,Stockfish-Weak,white,4k3/8/8/3P2p1/1K4P1/8/6B1/8 w - - 21 95,d5d6,True
47,Stockfish-Strong,black,6nr/1pqn3p/r2bb3/p1pp2N1/P4kP1/Q4B1P/RPPP1P2/2BK1R2 b - - 0 24,h7h5,True
103,Stockfish-GM,black,4kb2/4Np2/p7/P1p3B1/3rP1bp/1P5P/2K5/4qQ2 b - - 6 52,d4d1,True
193,Stockfish-GM,black,8/4K3/2P1P3/p6P/1k6/4p2N/8/6b1 b - - 5 97,e3e2,True
49,Stockfish-Weak,black,r1b2b2/p1p1Bk1r/n3p2p/6p1/5qP1/P7/2P5/RN1K2NR b - - 0 25,a6c5,True
25,Stockfish-Weak,black,r1bqkbnr/p3pp1p/2n5/2pp4/2N5/P1P2NpP/1PQPPPP1/R1B1KB1R b KQkq - 3 13,d8d7,True
74,Stockfish-Weak,white,6nb/8/rp2pp1p/p1k2P2/2P5/P5pP/4K3/RN1Rn3 w - - 0 38,d1d4,True
5,Stockfish-Strong,black,rnbqkb1r/ppppnppp/8/4p3/6P1/2N5/PPPPPP1P/R1BQKBNR b KQkq - 0 3,h7h5,True
43,Stockfish-GM,black,rnk4r/2p1pp1p/6q1/pp1p4/PP1B3P/NK1PP3/2P1P3/R2Q2NB b - - 2 22,g6g2,True
44,stupid1,white,rnk4r/2p1pp1p/8/pp1p4/PP1B3P/NK1PP3/2P1P1q1/R2Q2NB w - - 3 23,h1g2,False
101,Stockfish-GM,black,1k4B1/7p/3Pp3/pq1R4/P2PpB1P/5p1P/1b3P2/4K3 b - - 4 51,b2a3,True
60,Stockfish-GM,white,r4qnr/4p3/p2p1k2/N6p/P2P1bPP/1p2B1P1/R1P5/1NK2B1R w - - 2 31,c1d1,True
4,Stockfish-Strong,white,rnbqkb1r/1ppppppp/p4n2/8/2P5/3P4/PP2PPPP/RNBQKBNR w KQkq - 0 3,e2e3,True
92,Stockfish-Strong,white,r1k1b2r/ppb1Q2p/8/1p1p4/1qP5/8/P6P/2K2B2 w - - 4 47,e7c7,True
194,Stockfish-Strong,white,6n1/2rk4/5R1P/1p2pN2/3pp2K/2n3N1/2b5/8 w - - 14 98,h4g5,True
1,Stockfish-Weak,black,rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,a7a6,True
160,Stockfish-GM,white,5R2/2np4/3P4/pbp5/P1P3k1/8/6p1/2K5 w - - 8 81,c1b1,True
189,Stockfish-GM,black,4k3/8/3P4/6p1/1K4P1/8/6B1/8 b - - 0 95,e8d7,True
40,Stockfish-Mid,white,r1bk3r/p1bp1ppp/n1p2q2/2P5/Pp2npP1/5K2/1B1P2QP/RN3BNR w - - 7 21,f1a6,True
48,Stockfish-Strong,white,6nr/1pqn4/r2bb3/p1pp2Np/P4kP1/Q4B1P/RPPP1P2/2BK1R2 w - - 0 25,h3h4,True
194,Stockfish-Strong,white,8/4K3/2P1P3/p6P/1k6/7N/4p3/6b1 w - - 0 98,h3f4,True
104,Stockfish-Strong,white,4kb2/4Np2/p7/P1p3B1/4P1bp/1P5P/2K5/3rqQ2 w - - 7 53,c2b2,True
50,Stockfish-Strong,white,r1b2b2/p1p1Bk1r/4p2p/2n3p1/5qP1/P7/2P5/RN1K2NR w - - 1 26,h1h3,True
26,Stockfish-GM,white,r1b1kbnr/p2qpp1p/2n5/2pp4/2N5/P1P2NpP/1PQPPPP1/R1B1KB1R w KQkq - 4 14,c2f5,True
75,Stockfish-GM,black,6nb/8/rp2pp1p/p1k2P2/2PR4/P5pP/4K3/RN2n3 b - - 1 38,g3g2,True
45,Stockfish-GM,black,rnk4r/2p1pp1p/8/pp1p4/PP1B3P/NK1PP3/2P1P1B1/R2Q2N1 b - - 0 23,c8d7,True
46,stupid1,white,rn5r/2pkpp1p/8/pp1p4/PP1B3P/NK1PP3/2P1P1B1/R2Q2N1 w - - 1 24,d1b1,False
102,Stockfish-Strong,white,1k4B1/7p/3Pp3/pq1R4/P2PpB1P/b4p1P/5P2/4K3 w - - 5 52,a4b5,True
61,Stockfish-Weak,black,r4qnr/4p3/p2p1k2/N6p/P2P1bPP/1p2B1P1/R1P5/1N1K1B1R b - - 3 31,f6e6,True
93,Stockfish-Mid,black,r1k1b2r/ppQ4p/8/1p1p4/1qP5/8/P6P/2K2B2 b - - 0 47,c8c7,True
195,Stockfish-GM,black,6n1/2rk4/5R1P/1p2pNK1/3pp3/2n3N1/2b5/8 b - - 15 98,c3a2,True
5,Stockfish-GM,black,rnbqkb1r/1ppppppp/p4n2/8/2P5/3PP3/PP3PPP/RNBQKBNR b KQkq - 0 3,f6e4,True
2,Stockfish-Strong,white,rnbqkbnr/1ppppppp/p7/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,d2d4,True
190,Stockfish-Weak,white,8/3k4/3P4/6p1/1K4P1/8/6B1/8 w - - 1 96,g2f3,True
161,Stockfish-GM,black,5R2/2np4/3P4/pbp5/P1P3k1/8/6p1/1K6 b - - 9 81,b5c4,True
63,Stockfish-Strong,black,r2q1b1k/3pN3/np5r/1P2nppp/p1NPP3/1PBR1PPP/P7/1R2KB2 b - - 2 32,f5f4,True
6,Stockfish-Weak,white,rnbqkb1r/ppppnpp1/8/4p2p/6P1/2N5/PPPPPP1P/R1BQKBNR w KQkq - 0 4,a2a3,True
112,Stockfish-Weak,white,6r1/3P4/2p5/7p/1B5k/5P1p/3Qn1B1/2RbK1NR w - - 1 57,d7d8b,True
41,Stockfish-GM,black,r1bk3r/p1bp1ppp/B1p2q2/2P5/Pp2npP1/5K2/1B1P2QP/RN4NR b - - 0 21,f6d6,True
49,Stockfish-Strong,black,6nr/1pqn4/r2bb3/p1pp2Np/P4kPP/Q4B2/RPPP1P2/2BK1R2 b - - 0 25,a6a7,True
195,Stockfish-GM,black,8/4K3/2P1P3/p6P/1k3N2/8/4p3/6b1 b - - 1 98,e2e1n,True
105,Stockfish-GM,black,4kb2/4Np2/p7/P1p3B1/4P1bp/1P5P/1K6/3rqQ2 b - - 8 53,g4d7,True
76,Stockfish-Weak,white,6nb/8/rp2pp1p/p1k2P2/2PR4/P6P/4K1p1/RN2n3 w - - 0 39,e2d2,True
62,Stockfish-GM,white,r4qnr/4p3/p2pk3/N6p/P2P1bPP/1p2B1P1/R1P5/1N1K1B1R w - - 4 32,e3g1,True
196,Stockfish-Strong,white,6n1/2rk4/5R1P/1p2pNK1/3pp3/6N1/n1b5/8 w - - 16 99,g5g6,True
6,Stockfish-Strong,white,rnbqkb1r/1ppppppp/p7/8/2P1n3/3PP3/PP3PPP/RNBQKBNR w KQkq - 1 4,b2b4,True
94,Stockfish-Strong,white,r3b2r/ppk4p/8/1p1p4/1qP5/8/P6P/2K2B2 w - - 0 48,a2a4,True
3,Stockfish-Weak,black,rnbqkbnr/1ppppppp/p7/8/3P4/6P1/PPP1PP1P/RNBQKBNR b KQkq - 0 2,g7g6,True
103,Stockfish-GM,black,1k4B1/7p/3Pp3/pP1R4/3PpB1P/b4p1P/5P2/4K3 b - - 0 52,e6e5,True
191,Stockfish-GM,black,8/3k4/3P4/6p1/1K4P1/5B2/8/8 b - - 2 96,d7c8,True
162,Stockfish-GM,white,5R2/2np4/3P4/p1p5/P1b3k1/8/6p1/1K6 w - - 0 82,f8f3,True
50,Stockfish-Strong,white,6nr/rpqn4/3bb3/p1pp2Np/P4kPP/Q4B2/RPPP1P2/2BK1R2 w - - 1 26,g5e4,True
64,Stockfish-Weak,white,r2q1b1k/3pN3/np5r/1P2n1pp/p1NPPp2/1PBR1PPP/P7/1R2KB2 w - - 0 33,e1d1,True
27,Stockfish-Weak,black,r1b1kbnr/p2qpp1p/2n5/2pp1Q2/2N5/P1P2NpP/1P1PPPP1/R1B1KB1R b KQkq - 5 14,f7f6,True
42,Stockfish-Mid,white,r1bk3r/p1bp1ppp/B1pq4/2P5/Pp2npP1/5K2/1B1P2QP/RN4NR w - - 1 22,c5d6,True
7,Stockfish-Strong,black,rnbqkb1r/ppppnpp1/8/4p2p/6P1/P1N5/1PPPPP1P/R1BQKBNR b KQkq - 0 4,f7f5,True
47,Stockfish-GM,black,rn5r/2pkpp1p/8/pp1p4/PP1B3P/NK1PP3/2P1P1B1/RQ4N1 b - - 2 24,b5a4,True
48,stupid1,white,rn5r/2pkpp1p/8/p2p4/pP1B3P/NK1PP3/2P1P1B1/RQ4N1 w - - 0 25,b3b2,False
113,Stockfish-Strong,black,3B2r1/8/2p5/7p/1B5k/5P1p/3Qn1B1/2RbK1NR b - - 0 57,g8d8,True
77,Stockfish-GM,black,6nb/8/rp2pp1p/p1k2P2/2PR4/P6P/3K2p1/RN2n3 b - - 1 39,g2g1b,True
4,Stockfish-Strong,white,rnbqkbnr/1ppppp1p/p5p1/8/3P4/6P1/PPP1PP1P/RNBQKBNR w KQkq - 0 3,b1a3,True
7,Stockfish-GM,black,rnbqkb1r/1ppppppp/p7/8/1PP1n3/3PP3/P4PPP/RNBQKBNR b KQkq - 0 4,h7h5,True
63,Stockfish-Weak,black,r4qnr/4p3/p2pk3/N6p/P2P1bPP/1p4P1/R1P5/1N1K1BBR b - - 5 32,f8g7,True
197,Stockfish-GM,black,6n1/2rk4/5RKP/1p2pN2/3pp3/6N1/n1b5/8 b - - 17 99,c2d1,True
95,Stockfish-Mid,black,r3b2r/ppk4p/8/1p1p4/PqP5/8/7P/2K2B2 b - - 0 48,b4d6,True
104,Stockfish-Strong,white,1k4B1/7p/3P4/pP1Rp3/3PpB1P/b4p1P/5P2/4K3 w - - 0 53,f4e3,True
196,Stockfish-Strong,white,8/4K3/2P1P3/p6P/1k3N2/8/8/4n1b1 w - - 0 99,f4h3,True
51,Stockfish-Weak,black,r1b2b2/p1p1Bk1r/4p2p/2n3p1/5qP1/P6R/2P5/RN1K2N1 b - - 2 26,h7h8,True
106,Stockfish-Strong,white,4kb2/3bNp2/p7/P1p3B1/4P2p/1P5P/1K6/3rqQ2 w - - 9 54,f1b5,True
192,Stockfish-Weak,white,2k5/8/3P4/6p1/1K4P1/5B2/8/8 w - - 3 97,b4a3,True
65,Stockfish-Strong,black,r2q1b1k/3pN3/np5r/1P2n1pp/p1NPPp2/1PBR1PPP/P7/1R1K1B2 b - - 1 33,a8b8,True
43,Stockfish-GM,black,r1bk3r/p1bp1ppp/B1pP4/8/Pp2npP1/5K2/1B1P2QP/RN4NR b - - 0 22,c8b7,True
163,Stockfish-GM,black,8/2np4/3P4/p1p5/P1b3k1/5R2/6p1/1K6 b - - 1 82,g2g1b,True
51,Stockfish-Strong,black,6nr/rpqn4/3bb3/p1pp3p/P3NkPP/Q4B2/RPPP1P2/2BK1R2 b - - 2 26,d7f8,True
28,Stockfish-GM,white,r1b1kbnr/p2qp2p/2n2p2/2pp1Q2/2N5/P1P2NpP/1P1PPPP1/R1B1KB1R w KQkq - 0 15,f5c2,True
78,Stockfish-Weak,white,6nb/8/rp2pp1p/p1k2P2/2PR4/P6P/3K4/RN2n1b1 w - - 0 40,d4d5,True
198,Stockfish-Strong,white,6n1/2rk4/5RKP/1p2pN2/3pp3/6N1/n7/3b4 w - - 18 100,f5g7,True
8,Stockfish-Strong,white,rnbqkb1r/1pppppp1/p7/7p/1PP1n3/3PP3/P4PPP/RNBQKBNR w KQkq - 0 5,c1a3,True
64,Stockfish-GM,white,r5nr/4p1q1/p2pk3/N6p/P2P1bPP/1p4P1/R1P5/1N1K1BBR w - - 6 33,g4h5,True
5,Stockfish-Weak,black,rnbqkbnr/1ppppp1p/p5p1/8/3P4/N5P1/PPP1PP1P/R1BQKBNR b KQkq - 1 3,a8a7,True
96,Stockfish-Strong,white,r3b2r/ppk4p/3q4/1p1p4/P1P5/8/7P/2K2B2 w - - 1 49,c4b5,True
105,Stockfish-GM,black,1k4B1/7p/3P4/pP1Rp3/3Pp2P/b3Bp1P/5P2/4K3 b - - 1 53,e5d4,True
49,Stockfish-GM,black,rn5r/2pkpp1p/8/p2p4/pP1B3P/N2PP3/1KP1P1B1/RQ4N1 b - - 1 25,d7d8,True
114,Stockfish-Weak,white,3r4/8/2p5/7p/1B5k/5P1p/3Qn1B1/2RbK1NR w - - 0 58,b4c3,True
50,stupid1,white,rn1k3r/2p1pp1p/8/p2p4/pP1B3P/N2PP3/1KP1P1B1/RQ4N1 w - - 2 26,a1a2,False
107,Stockfish-GM,black,4kb2/3bNp2/p7/PQp3B1/4P2p/1P5P/1K6/3rq3 b - - 10 54,d1a1,True
52,Stockfish-Strong,white,r1b2b1r/p1p1Bk2/4p2p/2n3p1/5qP1/P6R/2P5/RN1K2N1 w - - 3 27,h3h2,True
193,Stockfish-GM,black,2k5/8/3P4/6p1/6P1/K4B2/8/8 b - - 4 97,c8b8,True
66,Stockfish-Weak,white,1r1q1b1k/3pN3/np5r/1P2n1pp/p1NPPp2/1PBR1PPP/P7/1R1K1B2 w - - 2 34,c4a3,True
44,Stockfish-Mid,white,r2k3r/pbbp1ppp/B1pP4/8/Pp2npP1/5K2/1B1P2QP/RN4NR w - - 1 23,a1a3,True
8,Stockfish-Weak,white,rnbqkb1r/ppppn1p1/8/4pp1p/6P1/P1N5/1PPPPP1P/R1BQKBNR w KQkq - 0 5,d2d4,True
164,Stockfish-GM,white,8/2np4/3P4/p1p5/P1b3k1/5R2/8/1K4b1 w - - 0 83,b1b2,True
197,Stockfish-GM,black,8/4K3/2P1P3/p6P/1k6/7N/8/4n1b1 b - - 1 99,b4b5,True
65,Stockfish-Weak,black,r5nr/4p1q1/p2pk3/N6P/P2P1b1P/1p4P1/R1P5/1N1K1BBR b - - 0 33,g8h6,True
6,Stockfish-Strong,white,1nbqkbnr/rppppp1p/p5p1/8/3P4/N5P1/PPP1PP1P/R1BQKBNR w KQk - 2 4,h2h3,True
199,Stockfish-GM,black,6n1/2rk2N1/5RKP/1p2p3/3pp3/6N1/n7/3b4 b - - 19 100,d7e7,True
97,Stockfish-Mid,black,r3b2r/ppk4p/3q4/1P1p4/P7/8/7P/2K2B2 b - - 0 49,d6d7,True
106,Stockfish-Strong,white,1k4B1/7p/3P4/pP1R4/3pp2P/b3Bp1P/5P2/4K3 w - - 0 54,e3h6,True
51,Stockfish-GM,black,rn1k3r/2p1pp1p/8/p2p4/pP1B3P/N2PP3/RKP1P1B1/1Q4N1 b - - 3 26,a5b4,True
52,stupid1,white,rn1k3r/2p1pp1p/8/3p4/pp1B3P/N2PP3/RKP1P1B1/1Q4N1 w - - 0 27,b1f1,False
115,Stockfish-Strong,black,3r4/8/2p5/7p/7k/2B2P1p/3Qn1B1/2RbK1NR b - - 1 58,e2d4,True
52,Stockfish-Strong,white,5nnr/rpq5/3bb3/p1pp3p/P3NkPP/Q4B2/RPPP1P2/2BK1R2 w - - 3 27,a2a1,True
79,Stockfish-GM,black,6nb/8/rp2pp1p/p1kR1P2/2P5/P6P/3K4/RN2n1b1 b - - 1 40,c5c6,True
108,Stockfish-Strong,white,4kb2/3bNp2/p7/PQp3B1/4P2p/1P5P/1K6/r3q3 w - - 11 55,b5b7,True
29,Stockfish-Weak,black,r1b1kbnr/p2qp2p/2n2p2/2pp4/2N5/P1P2NpP/1PQPPPP1/R1B1KB1R b KQkq - 1 15,a7a6,True
194,Stockfish-Weak,white,1k6/8/3P4/6p1/6P1/K4B2/8/8 w - - 5 98,f3e4,True
67,Stockfish-Strong,black,1r1q1b1k/3pN3/np5r/1P2n1pp/p2PPp2/NPBR1PPP/P7/1R1K1B2 b - - 3 34,d8e8,True
45,Stockfish-GM,black,r2k3r/pbbp1ppp/B1pP4/8/Pp2npP1/R4K2/1B1P2QP/1N4NR b - - 2 23,d8e8,True
53,Stockfish-Weak,black,r1b2b1r/p1p1Bk2/4p2p/2n3p1/5qP1/P7/2P4R/RN1K2N1 b - - 4 27,f4f2,True
9,Stockfish-GM,black,rnbqkb1r/1pppppp1/p7/7p/1PP1n3/B2PP3/P4PPP/RN1QKBNR b KQkq - 1 5,e4f6,False
66,Stockfish-GM,white,r6r/4p1q1/p2pk2n/N6P/P2P1b1P/1p4P1/R1P5/1N1K1BBR w - - 1 34,f1a6,True
7,Stockfish-Weak,black,1nbqkbnr/rppppp1p/p5p1/8/3P4/N5PP/PPP1PP2/R1BQKBNR b KQk - 0 4,d7d6,True
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,True
1,Stockfish-Strong,black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,g8f6,True
98,Stockfish-Strong,white,r3b2r/ppkq3p/8/1P1p4/P7/8/7P/2K2B2 w - - 1 50,h2h3,True
107,Stockfish-GM,black,1k4B1/7p/3P3B/pP1R4/3pp2P/b4p1P/5P2/4K3 b - - 1 54,e4e3,True
53,Stockfish-GM,black,rn1k3r/2p1pp1p/8/3p4/pp1B3P/N2PP3/RKP1P1B1/5QN1 b - - 1 27,a8a5,True
54,stupid1,white,1n1k3r/2p1pp1p/8/r2p4/pp1B3P/N2PP3/RKP1P1B1/5QN1 w - - 2 28,f1f4,False
80,Stockfish-Weak,white,6nb/8/rpk1pp1p/p2R1P2/2P5/P6P/3K4/RN2n1b1 w - - 2 41,d5d3,True
30,Stockfish-GM,white,r1b1kbnr/3qp2p/p1n2p2/2pp4/2N5/P1P2NpP/1PQPPPP1/R1B1KB1R w KQkq - 0 16,a1a2,True
109,Stockfish-GM,black,4kb2/1Q1bNp2/p7/P1p3B1/4P2p/1P5P/1K6/r3q3 b - - 12 55,e1f2,True
53,Stockfish-Strong,black,5nnr/rpq5/3bb3/p1pp3p/P3NkPP/Q4B2/1PPP1P2/R1BK1R2 b - - 4 27,e6f5,True
116,Stockfish-Weak,white,3r4/8/2p5/7p/3n3k/2B2P1p/3Q2B1/2RbK1NR w - - 2 59,d2f4,True
0,stupid1,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c2c4,False
9,Stockfish-Strong,black,rnbqkb1r/ppppn1p1/8/4pp1p/3P2P1/P1N5/1PP1PP1P/R1BQKBNR b KQkq - 0 5,h8g8,True
165,Stockfish-GM,black,8/2np4/3P4/p1p5/P1b3k1/5R2/1K6/6b1 b - - 1 83,g1e3,True
198,Stockfish-Strong,white,8/4K3/2P1P3/pk5P/8/7N/8/4n1b1 w - - 2 100,e7d6,True
68,Stockfish-Weak,white,1r2qb1k/3pN3/np5r/1P2n1pp/p2PPp2/NPBR1PPP/P7/1R1K1B2 w - - 4 35,e7c6,True
195,Stockfish-GM,black,1k6/8/3P4/6p1/4B1P1/K7/8/8 b - - 6 98,b8c8,True
10,Stockfish-Strong,white,rnbqkb1r/1pppppp1/p4n2/7p/1PP5/B2PP3/P4PPP/RN1QKBNR w KQkq - 2 6,d1a4,True
67,Stockfish-Weak,black,r6r/4p1q1/B2pk2n/N6P/P2P1b1P/1p4P1/R1P5/1N1K2BR b - - 0 34,h8c8,True
8,Stockfish-Strong,white,1nbqkbnr/rpp1pp1p/p2p2p1/8/3P4/N5PP/PPP1PP2/R1BQKBNR w KQk - 0 5,c2c4,True
2,Stockfish-Strong,white,rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,h2h4,True
99,Stockfish-Mid,black,r3b2r/ppkq3p/8/1P1p4/P7/7P/8/2K2B2 b - - 0 50,a7a6,True
46,Stockfish-Mid,white,r3k2r/pbbp1ppp/B1pP4/8/Pp2npP1/R4K2/1B1P2QP/1N4NR w - - 3 24,g2f2,True
55,Stockfish-GM,black,1n1k3r/2p1pp1p/8/r2p4/pp1B1Q1P/N2PP3/RKP1P1B1/6N1 b - - 3 28,b4b3,True
56,stupid1,white,1n1k3r/2p1pp1p/8/r2p4/p2B1Q1P/Np1PP3/RKP1P1B1/6N1 w - - 0 29,a3c4,False
108,Stockfish-Strong,white,1k4B1/7p/3P3B/pP1R4/3p3P/b3pp1P/5P2/4K3 w - - 0 55,h6f8,True
81,Stockfish-GM,black,6nb/8/rpk1pp1p/p4P2/2P5/P2R3P/3K4/RN2n1b1 b - - 3 41,e1g2,True
31,Stockfish-Weak,black,r1b1kbnr/3qp2p/p1n2p2/2pp4/2N5/P1P2NpP/RPQPPPP1/2B1KB1R b Kkq - 1 16,a8a7,True
110,Stockfish-Strong,white,4kb2/1Q1bNp2/p7/P1p3B1/4P2p/1P5P/1K3q2/r7 w - - 13 56,b2c3,True
54,Stockfish-Strong,white,5nnr/rpq5/3b4/p1pp1b1p/P3NkPP/Q4B2/1PPP1P2/R1BK1R2 w - - 5 28,d2d4,True
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g2g4,True
1,Stockfish-Strong,black,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,e7e6,True
2,stupid1,white,rnbqkbnr/pppp1ppp/4p3/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,a2a4,False
166,Stockfish-GM,white,8/2np4/3P4/p1p5/P1b3k1/4bR2/1K6/8 w - - 2 84,f3h3,True
10,Stockfish-Weak,white,rnbqkbr1/ppppn1p1/8/4pp1p/3P2P1/P1N5/1PP1PP1P/R1BQKBNR w KQq - 1 6,b2b3,True
69,Stockfish-Strong,black,1r2qb1k/3p4/npN4r/1P2n1pp/p2PPp2/NPBR1PPP/P7/1R1K1B2 b - - 5 35,h6e6,True
11,Stockfish-GM,black,rnbqkb1r/1pppppp1/p4n2/7p/QPP5/B2PP3/P4PPP/RN2KBNR b KQkq - 3 6,g7g6,True
