ply,player,role,fen_before,move,fallback
166,Stockfish-Weak,white,8/3k4/3p1p2/4qP2/2r3p1/8/N7/3K1n1n w - - 6 84,a2c1,True
76,Stockfish-GM,white,r3k1B1/8/1ppBr2n/p5pp/R1K1p3/2P2N1P/1P3Q2/5n2 w - - 3 39,d6c5,True
52,Stockfish-GM,white,rn3knr/p1p1p3/4bq1b/2K3pQ/1P3N2/p1P1p1P1/3PB2P/R1B3R1 w - - 5 27,f4d3,True
59,Stockfish-Strong,black,rn1b4/pb5r/3q1k2/3P2p1/1B1P2pP/1P2P3/2Q2P2/2RK1BR1 b - - 0 30,d6c5,True
66,Stockfish-Weak,white,1r2kN1r/1b6/1n1p3p/1p4pn/R1PP4/1p3PBP/PN5R/3K1B2 w - - 2 34,f8h7,True
60,Stockfish-Weak,white,N1b5/p2k4/5p1r/Pp1Pb3/2q3pp/3R4/2PPB1P1/1RB2K2 w - - 0 31,d3e3,True
167,Stockfish-Mid,black,4b3/1kBrb3/7P/P1p5/2R2P2/3p3K/b7/8 b - - 8 84,d7d6,True
71,Stockfish-Strong,black,rn5r/bQ1p1k2/p6p/p2Pp3/P3PP1p/1PN1p2P/1R2K3/2N4R b - - 0 36,a7d4,True
89,Stockfish-Mid,black,2b3n1/6r1/6k1/2pp2Pp/p2P1P1p/2P1B2P/RP2N1K1/5B1R b - - 2 45,c5d4,True
168,Stockfish-Strong,white,8/8/P7/4b1QB/6p1/R1Pk3P/1B1N4/4R1K1 w - - 2 85,e1e2,True
169,stupid2,black,8/8/P7/4b1QB/6p1/R1Pk3P/1B1NR3/6K1 b - - 3 85,g4h3,False
182,Stockfish-Weak,white,7k/8/b2R4/6P1/5p2/5N1p/P4B1K/8 w - - 2 92,f2g1,True
92,Stockfish-Strong,white,3N3k/2q3bp/p7/2P1p2p/Pp2Pp2/B2B1b2/3K1P2/3Q4 w - - 1 47,d1c1,True
159,Stockfish-Weak,black,k6n/N3R3/P7/1p1b1p1P/1B1Pp2p/8/2N5/2K2B2 b - - 2 80,d5b7,True
184,Stockfish-Weak,white,2Q5/2B5/7k/1pN5/1P6/8/N2K4/8 w - - 27 93,c7f4,True
26,Stockfish-Weak,white,rnb2knr/ppp4q/3p3b/2P1pp1p/PP1PP1p1/1Q3P1N/6PP/RNB1KB1R w KQ - 0 14,f1d3,True
189,Stockfish-Strong,black,8/5k2/2P5/7p/np4bP/4p3/8/6K1 b - - 4 95,g4f5,True
151,Stockfish-Strong,black,4k3/q3b2r/n1p2p2/4Pbp1/PR5N/1p1P4/8/2nK4 b - - 1 76,a7c7,True
152,stupid1,white,4k3/2q1b2r/n1p2p2/4Pbp1/PR5N/1p1P4/8/2nK4 w - - 2 77,h4g2,False
169,Stockfish-Strong,black,8/2P1k3/6P1/P5r1/1p5b/8/4K3/5r2 b - - 0 85,g5d5,True
53,Stockfish-Strong,black,rn3knr/p1p1p3/4bq1b/2K3pQ/1P6/p1PNp1P1/3PB2P/R1B3R1 b - - 6 27,e6a2,True
60,Stockfish-GM,white,rn1b4/pb5r/5k2/2qP2p1/1B1P2pP/1P2P3/2Q2P2/2RK1BR1 w - - 1 31,c2e4,True
67,Stockfish-GM,black,1r2k2r/1b5N/1n1p3p/1p4pn/R1PP4/1p3PBP/PN5R/3K1B2 b - - 3 34,b8a8,True
61,Stockfish-Strong,black,N1b5/p2k4/5p1r/Pp1Pb3/2q3pp/4R3/2PPB1P1/1RB2K2 b - - 1 31,e5b8,True
168,Stockfish-GM,white,4b3/1kB1b3/3r3P/P1p5/2R2P2/3p3K/b7/8 w - - 9 85,c4c2,True
72,Stockfish-Strong,white,rn5r/1Q1p1k2/p6p/p2Pp3/P2bPP1p/1PN1p2P/1R2K3/2N4R w - - 1 37,e2f3,True
170,Stockfish-Strong,white,8/8/P7/4b1QB/8/R1Pk3p/1B1NR3/6K1 w - - 0 86,e2e4,True
171,stupid2,black,8/8/P7/4b1QB/4R3/R1Pk3p/1B1N4/6K1 b - - 1 86,e5c3,False
90,Stockfish-Strong,white,2b3n1/6r1/6k1/3p2Pp/p2p1P1p/2P1B2P/RP2N1K1/5B1R w - - 0 46,e2c1,True
167,Stockfish-GM,black,8/3k4/3p1p2/4qP2/2r3p1/8/8/2NK1n1n b - - 7 84,h1f2,True
77,Stockfish-Strong,black,r3k1B1/8/1pp1r2n/p1B3pp/R1K1p3/2P2N1P/1P3Q2/5n2 b - - 4 39,e6d6,True
183,Stockfish-GM,black,7k/8/b2R4/6P1/5p2/5N1p/P6K/6B1 b - - 3 92,a6b5,True
160,Stockfish-GM,white,k6n/Nb2R3/P7/1p3p1P/1B1Pp2p/8/2N5/2K2B2 w - - 3 81,b4d6,True
185,Stockfish-Strong,black,2Q5/8/7k/1pN5/1P3B2/8/N2K4/8 b - - 28 93,h6h7,True
150,Stockfish-GM,white,8/1PR5/3p2k1/p2PR1p1/6P1/4P2p/1K1B4/8 w - - 2 76,b7b8b,True
151,stupid2,black,1B6/2R5/3p2k1/p2PR1p1/6P1/4P2p/1K1B4/8 b - - 0 76,g6h6,False
93,Stockfish-Strong,black,3N3k/2q3bp/p7/2P1p2p/Pp2Pp2/B2B1b2/3K1P2/2Q5 b - - 2 47,a6a5,True
27,Stockfish-GM,black,rnb2knr/ppp4q/3p3b/2P1pp1p/PP1PP1p1/1Q1B1P1N/6PP/RNB1K2R b KQ - 1 14,h5h4,True
170,Stockfish-GM,white,8/2P1k3/6P1/P2r4/1p5b/8/4K3/5r2 w - - 1 86,c7c8n,True
54,Stockfish-GM,white,rn3knr/p1p1p3/5q1b/2K3pQ/1P6/p1PNp1P1/b2PB2P/R1B3R1 w - - 7 28,g1e1,True
61,Stockfish-Strong,black,rn1b4/pb5r/5k2/2qP2p1/1B1PQ1pP/1P2P3/5P2/2RK1BR1 b - - 2 31,c5c6,True
153,Stockfish-Strong,black,4k3/2q1b2r/n1p2p2/4Pbp1/PR6/1p1P4/6N1/2nK4 b - - 3 77,c6c5,True
190,Stockfish-GM,white,8/5k2/2P5/5b1p/np5P/4p3/8/6K1 w - - 5 96,g1h1,True
154,stupid1,white,4k3/2q1b2r/n4p2/2p1Pbp1/PR6/1p1P4/6N1/2nK4 w - - 0 78,b4b3,False
68,Stockfish-Weak,white,r3k2r/1b5N/1n1p3p/1p4pn/R1PP4/1p3PBP/PN5R/3K1B2 w - - 4 35,d1e2,True
62,Stockfish-Weak,white,Nbb5/p2k4/5p1r/Pp1P4/2q3pp/4R3/2PPB1P1/1RB2K2 w - - 2 32,f1e1,True
169,Stockfish-Mid,black,4b3/1kB1b3/3r3P/P1p5/5P2/3p3K/b1R5/8 b - - 10 85,d6d4,True
0,Stockfish-Weak,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1h3,True
172,Stockfish-Strong,white,8/8/P7/6QB/4R3/R1bk3p/1B1N4/6K1 w - - 0 87,e4h4,True
91,Stockfish-Mid,black,2b3n1/6r1/6k1/3p2Pp/p2p1P1p/2P1B2P/RP4K1/2N2B1R b - - 1 46,g8e7,True
173,stupid2,black,8/8/P7/6QB/7R/R1bk3p/1B1N4/6K1 b - - 1 87,d3c2,False
161,Stockfish-Weak,black,k6n/Nb2R3/P2B4/1p3p1P/3Pp2p/8/2N5/2K2B2 b - - 4 81,f5f4,True
184,Stockfish-Weak,white,7k/8/3R4/1b4P1/5p2/5N1p/P6K/6B1 w - - 4 93,h2h3,True
73,Stockfish-Strong,black,rn5r/1Q1p1k2/p6p/p2Pp3/P2bPP1p/1PN1pK1P/1R6/2N4R b - - 2 37,e3e2,True
78,Stockfish-GM,white,r3k1B1/8/1ppr3n/p1B3pp/R1K1p3/2P2N1P/1P3Q2/5n2 w - - 5 40,c5e3,True
171,Stockfish-Strong,black,2N5/4k3/6P1/P2r4/1p5b/8/4K3/5r2 b - - 0 86,e7e8,True
55,Stockfish-Strong,black,rn3knr/p1p1p3/5q1b/2K3pQ/1P6/p1PNp1P1/b2PB2P/R1B1R3 b - - 8 28,f6c3,True
62,Stockfish-GM,white,rn1b4/pb5r/2q2k2/3P2p1/1B1PQ1pP/1P2P3/5P2/2RK1BR1 w - - 3 32,c1b1,True
94,Stockfish-Strong,white,3N3k/2q3bp/8/p1P1p2p/Pp2Pp2/B2B1b2/3K1P2/2Q5 w - - 0 48,d8c6,True
28,Stockfish-Weak,white,rnb2knr/ppp4q/3p3b/2P1pp2/PP1PP1pp/1Q1B1P1N/6PP/RNB1K2R w KQ - 0 15,c1a3,True
186,Stockfish-Weak,white,2Q5/7k/8/1pN5/1P3B2/8/N2K4/8 w - - 29 94,a2c3,True
152,Stockfish-GM,white,1B6/2R5/3p3k/p2PR1p1/6P1/4P2p/1K1B4/8 w - - 1 77,d2a5,True
153,stupid2,black,1B6/2R5/3p3k/B2PR1p1/6P1/4P2p/1K6/8 b - - 0 77,h3h2,False
69,Stockfish-GM,black,r3k2r/1b5N/1n1p3p/1p4pn/R1PP4/1p3PBP/PN2K2R/5B2 b - - 5 35,h8h7,True
191,Stockfish-Strong,black,8/5k2/2P5/5b1p/np5P/4p3/8/7K b - - 6 96,f7f6,True
63,Stockfish-Strong,black,Nbb5/p2k4/5p1r/Pp1P4/2q3pp/4R3/2PPB1P1/1RB1K3 b - - 3 32,c4b4,True
155,Stockfish-Strong,black,4k3/2q1b2r/n4p2/2p1Pbp1/P7/1R1P4/6N1/2nK4 b - - 0 78,c1e2,True
156,stupid1,white,4k3/2q1b2r/n4p2/2p1Pbp1/P7/1R1P4/4n1N1/3K4 w - - 1 79,g2e3,False
1,Stockfish-Strong,black,rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 1 1,g7g6,True
170,Stockfish-GM,white,4b3/1kB1b3/7P/P1p5/3r1P2/3p3K/b1R5/8 w - - 11 86,h3g4,True
92,Stockfish-Strong,white,2b5/4n1r1/6k1/3p2Pp/p2p1P1p/2P1B2P/RP4K1/2N2B1R w - - 2 47,e3g1,True
174,Stockfish-Strong,white,8/8/P7/6QB/7R/R1b4p/1BkN4/6K1 w - - 2 88,b2c3,True
175,stupid2,black,8/8/P7/6QB/7R/R1B4p/2kN4/6K1 b - - 0 88,c2c1,False
185,Stockfish-GM,black,7k/8/3R4/1b4P1/5p2/5N1K/P7/6B1 b - - 0 93,b5d3,True
79,Stockfish-Strong,black,r3k1B1/8/1ppr3n/p5pp/R1K1p3/2P1BN1P/1P3Q2/5n2 b - - 6 40,h6g4,True
63,Stockfish-Strong,black,rn1b4/pb5r/2q2k2/3P2p1/1B1PQ1pP/1P2P3/5P2/1R1K1BR1 b - - 4 32,b7a6,True
29,Stockfish-GM,black,rnb2knr/ppp4q/3p3b/2P1pp2/PP1PP1pp/BQ1B1P1N/6PP/RN2K2R b KQ - 1 15,e5d4,True
187,Stockfish-Strong,black,2Q5/7k/8/1pN5/1P3B2/2N5/3K4/8 b - - 30 94,h7g7,True
95,Stockfish-Strong,black,7k/2q3bp/2N5/p1P1p2p/Pp2Pp2/B2B1b2/3K1P2/2Q5 b - - 1 48,h5h4,True
74,Stockfish-Strong,white,rn5r/1Q1p1k2/p6p/p2Pp3/P2bPP1p/1PN2K1P/1R2p3/2N4R w - - 0 38,c1a2,True
162,Stockfish-GM,white,k6n/Nb2R3/P2B4/1p5P/3Ppp1p/8/2N5/2K2B2 w - - 0 82,e7e6,True
192,Stockfish-GM,white,8/8/2P2k2/5b1p/np5P/4p3/8/7K w - - 7 97,c6c7,True
70,Stockfish-Weak,white,r3k3/1b5r/1n1p3p/1p4pn/R1PP4/1p3PBP/PN2K2R/5B2 w - - 0 36,a4a7,True
64,Stockfish-Weak,white,Nbb5/p2k4/5p1r/Pp1P4/1q4pp/4R3/2PPB1P1/1RB1K3 w - - 4 33,e2d1,True
154,Stockfish-GM,white,1B6/2R5/3p3k/B2PR1p1/6P1/4P3/1K5p/8 w - - 0 78,c7c2,True
155,stupid2,black,1B6/8/3p3k/B2PR1p1/6P1/4P3/1KR4p/8 b - - 1 78,d6e5,False
157,Stockfish-Strong,black,4k3/2q1b2r/n4p2/2p1Pbp1/P7/1R1PN3/4n3/3K4 b - - 2 79,h7h2,True
158,stupid1,white,4k3/2q1b3/n4p2/2p1Pbp1/P7/1R1PN3/4n2r/3K4 w - - 3 80,d1e1,False
171,Stockfish-Mid,black,4b3/1kB1b3/7P/P1p5/3r1PK1/3p4/b1R5/8 b - - 12 86,d4d6,True
2,Stockfish-Weak,white,rnbqkbnr/pppppp1p/6p1/8/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 0 2,b1c3,True
93,Stockfish-Mid,black,2b5/4n1r1/6k1/3p2Pp/p2p1P1p/2P4P/RP4K1/2N2BBR b - - 3 47,d4d3,True
176,Stockfish-Strong,white,8/8/P7/6QB/7R/R1B4p/3N4/2k3K1 w - - 1 89,h5e2,True
177,stupid2,black,8/8/P7/6Q1/7R/R1B4p/3NB3/2k3K1 b - - 2 89,h3h2,False
56,Stockfish-GM,white,rn3knr/p1p1p3/7b/2K3pQ/1P6/p1qNp1P1/b2PB2P/R1B1R3 w - - 0 29,d2c3,True
64,Stockfish-GM,white,rn1b4/p6r/b1q2k2/3P2p1/1B1PQ1pP/1P2P3/5P2/1R1K1BR1 w - - 5 33,e4f4,True
96,Stockfish-Strong,white,7k/2q3bp/2N5/p1P1p3/Pp2Pp1p/B2B1b2/3K1P2/2Q5 w - - 0 49,c1b2,True
30,Stockfish-Weak,white,rnb2knr/ppp4q/3p3b/2P2p2/PP1pP1pp/BQ1B1P1N/6PP/RN2K2R w KQ - 0 16,e1d1,True
75,Stockfish-Strong,black,rn5r/1Q1p1k2/p6p/p2Pp3/P2bPP1p/1PN2K1P/NR2p3/7R b - - 1 38,f7e8,True
163,Stockfish-Weak,black,k6n/Nb6/P2BR3/1p5P/3Ppp1p/8/2N5/2K2B2 b - - 1 82,f4f3,True
188,Stockfish-Weak,white,2Q5/6k1/8/1pN5/1P3B2/2N5/3K4/8 w - - 31 95,c5d7,True
193,Stockfish-Strong,black,8/2P5/5k2/5b1p/np5P/4p3/8/7K b - - 0 97,f5c2,True
172,Stockfish-GM,white,2N1k3/8/6P1/P2r4/1p5b/8/4K3/5r2 w - - 1 87,c8d6,True
80,Stockfish-GM,white,r3k1B1/8/1ppr4/p5pp/R1K1p1n1/2P1BN1P/1P3Q2/5n2 w - - 7 41,c4b3,True
186,Stockfish-Weak,white,7k/8/3R4/6P1/5p2/3b1N1K/P7/6B1 w - - 1 94,f3d4,True
71,Stockfish-GM,black,r3k3/Rb5r/1n1p3p/1p4pn/2PP4/1p3PBP/PN2K2R/5B2 b - - 1 36,e8d7,True
65,Stockfish-Strong,black,Nbb5/p2k4/5p1r/Pp1P4/1q4pp/4R3/2PP2P1/1RBBK3 b - - 5 33,b4d6,True
156,Stockfish-GM,white,1B6/8/7k/B2Pp1p1/6P1/4P3/1KR4p/8 w - - 0 79,c2c6,True
157,stupid2,black,1B6/8/2R4k/B2Pp1p1/6P1/4P3/1K5p/8 b - - 1 79,h6g7,False
159,Stockfish-Strong,black,4k3/2q1b3/n4p2/2p1Pbp1/P7/1R1PN3/4n2r/4K3 b - - 4 80,f5e4,True
160,stupid1,white,4k3/2q1b3/n4p2/2p1P1p1/P3b3/1R1PN3/4n2r/4K3 w - - 5 81,e1d2,False
3,Stockfish-Strong,black,rnbqkbnr/pppppp1p/6p1/8/8/2N4N/PPPPPPPP/R1BQKB1R b KQkq - 1 2,h7h6,True
172,Stockfish-GM,white,4b3/1kB1b3/3r3P/P1p5/5PK1/3p4/b1R5/8 w - - 13 87,c7b8,True
57,Stockfish-Strong,black,rn3knr/p1p1p3/7b/2K3pQ/1P6/p1PNp1P1/b3B2P/R1B1R3 b - - 0 29,a7a5,True
65,Stockfish-Strong,black,rn1b4/p6r/b1q2k2/3P2p1/1B1P1QpP/1P2P3/5P2/1R1K1BR1 b - - 6 33,f6g6,True
97,Stockfish-Strong,black,7k/2q3bp/2N5/p1P1p3/Pp2Pp1p/B2B1b2/1Q1K1P2/8 b - - 1 49,b4a3,True
189,Stockfish-Strong,black,2Q5/3N2k1/8/1p6/1P3B2/2N5/3K4/8 b - - 32 95,g7g6,True
194,Stockfish-GM,white,8/2P5/5k2/7p/np5P/4p3/2b5/7K w - - 1 98,h1g1,True
173,Stockfish-Strong,black,4k3/8/3N2P1/P2r4/1p5b/8/4K3/5r2 b - - 2 87,e8d8,True
164,Stockfish-GM,white,k6n/Nb6/P2BR3/1p5P/3Pp2p/5p2/2N5/2K2B2 w - - 0 83,e6g6,True
31,Stockfish-GM,black,rnb2knr/ppp4q/3p3b/2P2p2/PP1pP1pp/BQ1B1P1N/6PP/RN1K3R b - - 1 16,a7a6,True
76,Stockfish-Strong,white,rn2k2r/1Q1p4/p6p/p2Pp3/P2bPP1p/1PN2K1P/NR2p3/7R w - - 2 39,h1b1,True
81,Stockfish-Strong,black,r3k1B1/8/1ppr4/p5pp/R3p1n1/1KP1BN1P/1P3Q2/5n2 b - - 8 41,f1d2,True
94,Stockfish-Strong,white,2b5/4n1r1/6k1/3p2Pp/p4P1p/2Pp3P/RP4K1/2N2BBR w - - 0 48,b2b3,True
66,Stockfish-Weak,white,Nbb5/p2k4/3q1p1r/Pp1P4/6pp/4R3/2PP2P1/1RBBK3 w - - 6 34,e3e4,True
158,Stockfish-GM,white,1B6/6k1/2R5/B2Pp1p1/6P1/4P3/1K5p/8 w - - 2 80,b8e5,True
159,stupid2,black,8/6k1/2R5/B2PB1p1/6P1/4P3/1K5p/8 b - - 0 80,g7f7,False
72,Stockfish-Weak,white,r7/Rb1k3r/1n1p3p/1p4pn/2PP4/1p3PBP/PN2K2R/5B2 w - - 2 37,a7a3,True
187,Stockfish-GM,black,7k/8/3R4/6P1/3N1p2/3b3K/P7/6B1 b - - 2 94,d3e2,True
178,Stockfish-Strong,white,8/8/P7/6Q1/7R/R1B5/3NB2p/2k3K1 w - - 0 90,g1g2,True
179,stupid2,black,8/8/P7/6Q1/7R/R1B5/3NB1Kp/2k5 b - - 1 90,h2h1q,False
58,Stockfish-GM,white,rn3knr/2p1p3/7b/p1K3pQ/1P6/p1PNp1P1/b3B2P/R1B1R3 w - - 0 30,g3g4,True
161,Stockfish-Strong,black,4k3/2q1b3/n4p2/2p1P1p1/P3b3/1R1PN3/3Kn2r/8 b - - 6 81,g5g4,True
162,stupid1,white,4k3/2q1b3/n4p2/2p1P3/P3b1p1/1R1PN3/3Kn2r/8 w - - 0 82,d3e4,False
98,Stockfish-Strong,white,7k/2q3bp/2N5/p1P1p3/P3Pp1p/p2B1b2/1Q1K1P2/8 w - - 0 50,c6b4,True
195,Stockfish-Strong,black,8/2P5/5k2/7p/np5P/4p3/2b5/6K1 b - - 2 98,c2f5,True
165,Stockfish-Weak,black,k6n/Nb6/P2B2R1/1p5P/3Pp2p/5p2/2N5/2K2B2 b - - 1 83,b7d5,True
174,Stockfish-GM,white,3k4/8/3N2P1/P2r4/1p5b/8/4K3/5r2 w - - 3 88,g6g7,True
190,Stockfish-Weak,white,2Q5/3N4/6k1/1p6/1P3B2/2N5/3K4/8 w - - 33 96,c8c6,True
77,Stockfish-Strong,black,rn2k2r/1Q1p4/p6p/p2Pp3/P2bPP1p/1PN2K1P/NR2p3/1R6 b - - 3 39,h8f8,True
32,Stockfish-Weak,white,rnb2knr/1pp4q/p2p3b/2P2p2/PP1pP1pp/BQ1B1P1N/6PP/RN1K3R w - - 0 17,d1c2,True
82,Stockfish-GM,white,r3k1B1/8/1ppr4/p5pp/R3p1n1/1KP1BN1P/1P1n1Q2/8 w - - 9 42,f2d2,True
4,Stockfish-Weak,white,rnbqkbnr/pppppp2/6pp/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQkq - 0 3,g2g4,True
95,Stockfish-Mid,black,2b5/4n1r1/6k1/3p2Pp/p4P1p/1PPp3P/R5K1/2N2BBR b - - 0 48,e7f5,True
173,Stockfish-Mid,black,1B2b3/1k2b3/3r3P/P1p5/5PK1/3p4/b1R5/8 b - - 14 87,b7a6,True
67,Stockfish-Strong,black,Nbb5/p2k4/3q1p1r/Pp1P4/4R1pp/8/2PP2P1/1RBBK3 b - - 7 34,h6h7,True
160,Stockfish-GM,white,8/5k2/2R5/B2PB1p1/6P1/4P3/1K5p/8 w - - 1 81,a5d2,True
161,stupid2,black,8/5k2/2R5/3PB1p1/6P1/4P3/1K1B3p/8 b - - 2 81,f7e7,False
66,Stockfish-GM,white,rn1b4/p6r/b1q3k1/3P2p1/1B1P1QpP/1P2P3/5P2/1R1K1BR1 w - - 7 34,f4f3,True
59,Stockfish-Strong,black,rn3knr/2p1p3/7b/p1K3pQ/1P4P1/p1PNp3/b3B2P/R1B1R3 b - - 0 30,b8c6,True
73,Stockfish-GM,black,r7/1b1k3r/1n1p3p/1p4pn/2PP4/Rp3PBP/PN2K2R/5B2 b - - 3 37,a8d8,True
188,Stockfish-Weak,white,7k/8/3R4/6P1/3N1p2/7K/P3b3/6B1 w - - 3 95,d4f3,True
163,Stockfish-Strong,black,4k3/2q1b3/n4p2/2p1P3/P3P1p1/1R2N3/3Kn2r/8 b - - 0 82,e8f7,True
164,stupid1,white,8/2q1bk2/n4p2/2p1P3/P3P1p1/1R2N3/3Kn2r/8 w - - 1 83,b3b7,False
99,Stockfish-Strong,black,7k/2q3bp/8/p1P1p3/PN2Pp1p/p2B1b2/1Q1K1P2/8 b - - 1 50,c7c5,True
196,Stockfish-GM,white,8/2P5/5k2/5b1p/np5P/4p3/8/6K1 w - - 3 99,c7c8r,True
78,Stockfish-Strong,white,rn2kr2/1Q1p4/p6p/p2Pp3/P2bPP1p/1PN2K1P/NR2p3/1R6 w - - 4 40,f3g4,True
33,Stockfish-GM,black,rnb2knr/1pp4q/p2p3b/2P2p2/PP1pP1pp/BQ1B1P1N/2K3PP/RN5R b - - 1 17,c8e6,True
175,Stockfish-Strong,black,3k4/6P1/3N4/P2r4/1p5b/8/4K3/5r2 b - - 0 88,d5d3,True
83,Stockfish-Strong,black,r3k1B1/8/1ppr4/p5pp/R3p1n1/1KP1BN1P/1P1Q4/8 b - - 0 42,d6d4,True
166,Stockfish-GM,white,k6n/N7/P2B2R1/1p1b3P/3Pp2p/5p2/2N5/2K2B2 w - - 2 84,a7b5,True
68,Stockfish-Weak,white,Nbb5/p2k3r/3q1p2/Pp1P4/4R1pp/8/2PP2P1/1RBBK3 w - - 8 35,a5a6,True
5,Stockfish-Strong,black,rnbqkbnr/pppppp2/6pp/8/6P1/2N4N/PPPPPP1P/R1BQKB1R b KQkq - 0 3,c7c6,True
174,Stockfish-GM,white,1B2b3/4b3/k2r3P/P1p5/5PK1/3p4/b1R5/8 w - - 15 88,g4f3,True
96,Stockfish-Strong,white,2b5/6r1/6k1/3p1nPp/p4P1p/1PPp3P/R5K1/2N2BBR w - - 1 49,a2e2,True
191,Stockfish-Strong,black,8/3N4/2Q3k1/1p6/1P3B2/2N5/3K4/8 b - - 34 96,g6h5,True
67,Stockfish-Strong,black,rn1b4/p6r/b1q3k1/3P2p1/1B1P2pP/1P2PQ2/5P2/1R1K1BR1 b - - 8 34,c6d5,True
60,Stockfish-GM,white,r4knr/2p1p3/2n4b/p1K3pQ/1P4P1/p1PNp3/b3B2P/R1B1R3 w - - 1 31,e1f1,True
74,Stockfish-Weak,white,3r4/1b1k3r/1n1p3p/1p4pn/2PP4/Rp3PBP/PN2K2R/5B2 w - - 4 38,a3a7,True
189,Stockfish-GM,black,7k/8/3R4/6P1/5p2/5N1K/P3b3/6B1 b - - 4 95,e2f1,True
180,Stockfish-Strong,white,8/8/P7/6Q1/7R/R1B5/3NB1K1/2k4q w - - 0 91,g2h1,True
181,stupid2,black,8/8/P7/6Q1/7R/R1B5/3NB3/2k4K b - - 0 91,c1c2,False
162,Stockfish-GM,white,8/4k3/2R5/3PB1p1/6P1/4P3/1K1B3p/8 w - - 3 82,e5h2,True
163,stupid2,black,8/4k3/2R5/3P2p1/6P1/4P3/1K1B3B/8 b - - 0 82,e7f8,False
165,Stockfish-Strong,black,8/1Rq1bk2/n4p2/2p1P3/P3P1p1/4N3/3Kn2r/8 b - - 2 83,f6f5,True
166,stupid1,white,8/1Rq1bk2/n7/2p1Pp2/P3P1p1/4N3/3Kn2r/8 w - - 0 84,b7b6,False
100,Stockfish-Strong,white,7k/6bp/8/p1q1p3/PN2Pp1p/p2B1b2/1Q1K1P2/8 w - - 0 51,b2a3,True
197,Stockfish-Strong,black,2R5/8/5k2/5b1p/np5P/4p3/8/6K1 b - - 0 99,f5d3,True
34,Stockfish-Weak,white,rn3knr/1pp4q/p2pb2b/2P2p2/PP1pP1pp/BQ1B1P1N/2K3PP/RN5R w - - 2 18,g2g3,True
84,Stockfish-GM,white,r3k1B1/8/1pp5/p5pp/R2rp1n1/1KP1BN1P/1P1Q4/8 w - - 1 43,g8h7,True
6,Stockfish-Weak,white,rnbqkbnr/pp1ppp2/2p3pp/8/6P1/2N4N/PPPPPP1P/R1BQKB1R w KQkq - 0 4,b2b3,True
167,Stockfish-Weak,black,k6n/8/P2B2R1/1N1b3P/3Pp2p/5p2/2N5/2K2B2 b - - 0 84,d5c6,True
176,Stockfish-GM,white,3k4/6P1/3N4/P7/1p5b/3r4/4K3/5r2 w - - 1 89,a5a6,True
79,Stockfish-Strong,black,rn2kr2/1Q1p4/p6p/p2Pp3/P2bPPKp/1PN4P/NR2p3/1R6 b - - 5 40,d4c3,True
69,Stockfish-Strong,black,Nbb5/p2k3r/P2q1p2/1p1P4/4R1pp/8/2PP2P1/1RBBK3 b - - 0 35,d6g3,True
192,Stockfish-Weak,white,8/3N4/2Q5/1p5k/1P3B2/2N5/3K4/8 w - - 35 97,d7b8,True
68,Stockfish-GM,white,rn1b4/p6r/b5k1/3q2p1/1B1P2pP/1P2PQ2/5P2/1R1K1BR1 w - - 0 35,f3e2,True
61,Stockfish-Strong,black,r4knr/2p1p3/2n4b/p1K3pQ/1P4P1/p1PNp3/b3B2P/R1B2R2 b - - 2 31,g8f6,True
190,Stockfish-Weak,white,7k/8/3R4/6P1/5p2/5N1K/P7/5bB1 w - - 5 96,h3g4,True
75,Stockfish-GM,black,3r4/Rb1k3r/1n1p3p/1p4pn/2PP4/1p3PBP/PN2K2R/5B2 b - - 5 38,b6d5,True
182,Stockfish-Strong,white,8/8/P7/6Q1/7R/R1B5/2kNB3/7K w - - 1 92,h4a4,True
183,stupid2,black,8/8/P7/6Q1/R7/R1B5/2kNB3/7K b - - 2 92,c2c1,False
164,Stockfish-GM,white,5k2/8/2R5/3P2p1/6P1/4P3/1K1B3B/8 w - - 1 83,h2b8,True
165,stupid2,black,1B3k2/8/2R5/3P2p1/6P1/4P3/1K1B4/8 b - - 2 83,f8e7,False
167,Stockfish-Strong,black,8/2q1bk2/nR6/2p1Pp2/P3P1p1/4N3/3Kn2r/8 b - - 1 84,f7g8,True
168,stupid1,white,6k1/2q1b3/nR6/2p1Pp2/P3P1p1/4N3/3Kn2r/8 w - - 2 85,e3c4,False
175,Stockfish-Mid,black,1B2b3/4b3/k2r3P/P1p5/5P2/3p1K2/b1R5/8 b - - 16 88,d6d5,True
101,Stockfish-Strong,black,7k/6bp/8/p1q1p3/PN2Pp1p/Q2B1b2/3K1P2/8 b - - 0 51,c5c2,True
97,Stockfish-Mid,black,2b5/6r1/6k1/3p1nPp/p4P1p/1PPp3P/4R1K1/2N2BBR b - - 2 49,g7c7,True
198,Stockfish-GM,white,2R5/8/5k2/7p/np5P/3bp3/8/6K1 w - - 1 100,c8c3,True
168,Stockfish-GM,white,k6n/8/P1bB2R1/1N5P/3Pp2p/5p2/2N5/2K2B2 w - - 1 85,c2e3,True
